stage_id,candidate_id,semantic_sign_id,display_name,source_dataset,source_repo,source_url,original_dataset_url,legend_url,license_recorded,license_notes,source_split,source_shard,row_index_in_shard,object_index,source_image_path,source_image_sha256,source_class_label,source_class_index,mapping_evidence,image_width,image_height,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,bbox_width,bbox_height,crop_width,crop_height,crop_sha256,local_crop_path,source_modality,quality_gate,review_status,counts_for_candidate_coverage,notes
stage_c_gap_fill_03_remaining_tt100k,TTG03-p20-0001,no_left_or_right_turn,No left or right turn,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00004-of-00014.arrow,106,1,39533.jpg,14b790d0b495e4e6c25297968440e24ef2aaca818522e64a67781abf6e16fdfb,p20,32,TT100K p20 icon is the compound no-left/no-right-turn prohibition.,2048,2048,1523.000,791.000,1573.000,844.000,50.000,53.000,94,99,390867ef76b9ac67aecddcf6356c57a543cf8dd9eb487b288bab0675c0669461,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/no_left_or_right_turn/TTG03-p20-0001_train_data-00004-of-00014_r0106_o01.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-w55-0008,school_zone,School zone,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00001-of-00014.arrow,61,2,58180.jpg,6b362343d9fc0463c566a642dd091f309b8f830a32e800604f603a9b944f3a96,w55,160,TT100K w55 icon is the children/school-area warning; used for the project school-zone hazard class.,2048,2048,963.581,773.445,1022.399,828.800,58.818,55.355,111,103,49c37e52d135038103728229be03d42a3876b23f22b88cc2fdb5cc4bb7a76812,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/school_zone/TTG03-w55-0008_train_data-00001-of-00014_r0061_o02.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-w55-0008,school_zone,School zone,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00008-of-00014.arrow,224,0,84834.jpg,51f8e1e6af24eb880abc74c6288e3c28f4feea2700fb0e4ea6664e926eb9c384,w55,160,TT100K w55 icon is the children/school-area warning; used for the project school-zone hazard class.,2048,2048,1574.670,662.667,1657.333,746.667,82.663,84.000,157,158,8769f9ea25a50e9bde427c0946bc4046f640f39caf264c22197abc529d24303a,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/school_zone/TTG03-w55-0008_train_data-00008-of-00014_r0224_o00.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-w55-0009,school_zone,School zone,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00001-of-00014.arrow,408,0,31016.jpg,6629537670def771be3e98d7922bdc653642e592990c68348033250dc192ad88,w55,160,TT100K w55 icon is the children/school-area warning; used for the project school-zone hazard class.,2048,2048,256.863,872.549,309.804,927.451,52.941,54.902,99,103,7328ca2ddeae4b7662587761a2cbcc6386d6a190740a188e7e31fd0fec285dfa,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/school_zone/TTG03-w55-0009_train_data-00001-of-00014_r0408_o00.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-w55-0009,school_zone,School zone,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00008-of-00014.arrow,245,0,65823.jpg,4c1490b52b1ba67c8ccc6cc58977f54f004414c6f7b107b7792f37921c63034f,w55,160,TT100K w55 icon is the children/school-area warning; used for the project school-zone hazard class.,2048,2048,642.000,687.000,759.000,813.000,117.000,126.000,221,238,7ba4ab7a1ecab3b8456de8255ef09e4062f44570c72f00b4e2e797dc7493935e,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/school_zone/TTG03-w55-0009_train_data-00008-of-00014_r0245_o00.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-w55-0010,school_zone,School zone,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00001-of-00014.arrow,423,3,6165.jpg,da71355ee7a4d516bcc12b847f5998e9225036a3679dd8070773767097c34e14,w55,160,TT100K w55 icon is the children/school-area warning; used for the project school-zone hazard class.,2048,2048,1860.000,949.000,1920.000,1010.000,60.000,61.000,114,115,cbca993edfe8839d3e4de9367e5069f863a65acbb0b89822b25f9f502c4e29c7,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/school_zone/TTG03-w55-0010_train_data-00001-of-00014_r0423_o03.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-w55-0010,school_zone,School zone,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00008-of-00014.arrow,284,3,72142.jpg,90882993dcb2ff031c9ee48639bab0ab2f89f023c8ccc684246e9e3c6328c632,w55,160,TT100K w55 icon is the children/school-area warning; used for the project school-zone hazard class.,2048,2048,1737.330,842.667,1873.333,980.000,136.003,137.333,258,262,aa6e43ed549793d499863a4577861ff71771b569e24aea0d03028c4e80467c5a,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/school_zone/TTG03-w55-0010_train_data-00008-of-00014_r0284_o03.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-w55-0011,school_zone,School zone,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00002-of-00014.arrow,14,0,44186.jpg,774a0e399b7c9b0b7b6bebaa84745f2a24ce64fc6d9102db98d082643fb420d8,w55,160,TT100K w55 icon is the children/school-area warning; used for the project school-zone hazard class.,2048,2048,1249.330,717.333,1297.333,761.333,48.003,44.000,90,82,2f2cec5ee3224e022eabc78454c91d8a0687a6056dbaf39e6eed564815da3bae,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/school_zone/TTG03-w55-0011_train_data-00002-of-00014_r0014_o00.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-w55-0011,school_zone,School zone,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00008-of-00014.arrow,421,1,69972.jpg,f5cd1d3d61c391f27bfa119583d983f2f3fee48b6402fdd621d54fc9be50c2cb,w55,160,TT100K w55 icon is the children/school-area warning; used for the project school-zone hazard class.,2048,2048,1967.000,1000.000,2011.000,1047.000,44.000,47.000,82,89,d18d799f5a8906831439ba65a5241c436a44b1403ed4b97c2a68f7f37d1b949a,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/school_zone/TTG03-w55-0011_train_data-00008-of-00014_r0421_o01.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-w55-0012,school_zone,School zone,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00002-of-00014.arrow,92,0,9005.jpg,3914a258b81b7918fbab121605e9b289703b5d5f6909585153598fbf010071b8,w55,160,TT100K w55 icon is the children/school-area warning; used for the project school-zone hazard class.,2048,2048,1629.700,826.733,1676.218,872.276,46.518,45.543,89,86,b26d82fd03e2978c1c83f3718718e7d295e4ea514b01a568bbb0749b1b5cec0c,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/school_zone/TTG03-w55-0012_train_data-00002-of-00014_r0092_o00.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-w55-0013,school_zone,School zone,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00002-of-00014.arrow,171,1,59777.jpg,f827561a43df51aed9e2670eff048765b64ec8d5c3f2b53a4c1e0f240f786e9b,w55,160,TT100K w55 icon is the children/school-area warning; used for the project school-zone hazard class.,2048,2048,1168.000,845.333,1204.000,880.000,36.000,34.667,68,65,fd7cae83e1eb9fd41768780d51f39dd9271a8f2ec24860b653dcf19fc6048a71,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/school_zone/TTG03-w55-0013_train_data-00002-of-00014_r0171_o01.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-w55-0014,school_zone,School zone,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00002-of-00014.arrow,179,0,20946.jpg,bf518602ae9dd20a5c27559cf99d02eae8e664f70abe9e5dcdccf98ee3901e1e,w55,160,TT100K w55 icon is the children/school-area warning; used for the project school-zone hazard class.,2048,2048,1530.670,994.667,1612.000,1064.000,81.330,69.333,154,132,f815344eb46ff8cb5479c2447dcf9f943987d5c0e04c8ec58ea560a0a61fdac7,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/school_zone/TTG03-w55-0014_train_data-00002-of-00014_r0179_o00.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-w55-0015,school_zone,School zone,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00002-of-00014.arrow,249,2,58416.jpg,bc3c179b88fe1be9c0001f94d03eb880df5865921c0de320f35f63dc51068c96,w55,160,TT100K w55 icon is the children/school-area warning; used for the project school-zone hazard class.,2048,2048,1097.330,818.667,1136.000,854.667,38.670,36.000,73,68,a4a4eeba7afb95d1264ee7d7953d9fa8f50ee93abe928f340d39b23e5cfb5990,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/school_zone/TTG03-w55-0015_train_data-00002-of-00014_r0249_o02.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-w55-0016,school_zone,School zone,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00002-of-00014.arrow,308,2,38594.jpg,241e2c069cf2bec064d88a257f657d91c6835abe031a3e00ce50796a571ab356,w55,160,TT100K w55 icon is the children/school-area warning; used for the project school-zone hazard class.,2048,2048,1872.000,953.333,1954.667,1022.667,82.667,69.334,154,131,5f1fda622842188ea38e8756f1eca1acd77d9eb8b1718e4c94414be611644d62,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/school_zone/TTG03-w55-0016_train_data-00002-of-00014_r0308_o02.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-w55-0017,school_zone,School zone,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00002-of-00014.arrow,313,0,24839.jpg,2d5ffa0e1eca358fd15c11122634b16a7a604e5340a71c00047da84d31f7fff0,w55,160,TT100K w55 icon is the children/school-area warning; used for the project school-zone hazard class.,2048,2048,282.895,667.105,348.685,761.842,65.790,94.737,124,178,db1bfa8f06f7264fb3e8fcbef44522efe56cd79eb029fabecb58916115ab2ac7,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/school_zone/TTG03-w55-0017_train_data-00002-of-00014_r0313_o00.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-w55-0018,school_zone,School zone,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00002-of-00014.arrow,325,1,94154.jpg,81aa495d8206ae5963df2f23747f4cfd519080510b9ce58d1916504ed3cb4c14,w55,160,TT100K w55 icon is the children/school-area warning; used for the project school-zone hazard class.,2048,2048,1573.000,800.000,1636.000,864.000,63.000,64.000,119,120,9e78768c4ca24bf6b0cf3d2a7943a0684e609ca8b1170ddcf937efc104ea4301,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/school_zone/TTG03-w55-0018_train_data-00002-of-00014_r0325_o01.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-w55-0019,school_zone,School zone,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00002-of-00014.arrow,389,1,87155.jpg,1ad1dcd8bba943bc2c30388bde2901916c781548b5d7742cc2b551aeaf78b1f3,w55,160,TT100K w55 icon is the children/school-area warning; used for the project school-zone hazard class.,2048,2048,1272.180,960.927,1322.517,1015.894,50.337,54.967,94,103,0799c1dedbce4730d4b7f9b031a52aee9986a85e72dae849c11a8112da907381,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/school_zone/TTG03-w55-0019_train_data-00002-of-00014_r0389_o01.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-w55-0020,school_zone,School zone,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00002-of-00014.arrow,393,1,4672.jpg,07396e15238250da43ba31570d9477a2f6ce2aa75adaace9e2470d40f20a09e4,w55,160,TT100K w55 icon is the children/school-area warning; used for the project school-zone hazard class.,2048,2048,1234.670,792.000,1282.667,840.000,47.997,48.000,90,90,7d13ec8566054d2934582c3c74295803be85f91c347a6f95803b47cd1fb50a85,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/school_zone/TTG03-w55-0020_train_data-00002-of-00014_r0393_o01.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-w55-0021,school_zone,School zone,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00002-of-00014.arrow,411,0,47029.jpg,f0c8ae3abe7e81f35e4f231642153ba2dbd15f7a474e93e6fef585acbc0d0e34,w55,160,TT100K w55 icon is the children/school-area warning; used for the project school-zone hazard class.,2048,2048,1274.670,801.333,1321.333,848.000,46.663,46.667,89,89,0845a97cf8e7ed561e9b6894a0bba77ea1fcac8809a7958d33b5665ad0b1707d,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/school_zone/TTG03-w55-0021_train_data-00002-of-00014_r0411_o00.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-w55-0022,school_zone,School zone,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00003-of-00014.arrow,35,0,62348.jpg,af10079ddb20b3250d67deea4cc60dd0de321c227b7dc8559f451d992ca6dec9,w55,160,TT100K w55 icon is the children/school-area warning; used for the project school-zone hazard class.,2048,2048,1213.330,706.667,1289.333,770.667,76.003,64.000,144,120,14ba6eeb0807fc86203b3fc3535d3bee1fd877db0ee8ce908472ce79253b0c92,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/school_zone/TTG03-w55-0022_train_data-00003-of-00014_r0035_o00.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-w55-0023,school_zone,School zone,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00003-of-00014.arrow,233,0,85915.jpg,da4f33589effee7e333950da72d725d8d80295e14a5887fe09e6633e1f175e89,w55,160,TT100K w55 icon is the children/school-area warning; used for the project school-zone hazard class.,2048,2048,1288.000,621.333,1386.667,706.667,98.667,85.334,186,161,9a3f6341f660614a9f0969e3e6b4db13d4b17cce43c5f04f76180e234fbb1f4c,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/school_zone/TTG03-w55-0023_train_data-00003-of-00014_r0233_o00.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-w55-0024,school_zone,School zone,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00003-of-00014.arrow,251,1,86907.jpg,58d460d7a3834bccdf3501a0c63572920027200c03b0df98783933a15355e94c,w55,160,TT100K w55 icon is the children/school-area warning; used for the project school-zone hazard class.,2048,2048,1816.000,348.000,1956.000,498.667,140.000,150.667,266,284,85dab6a1f3a8839d8518e19d92687314c1663929c4f73796fc8bc5d1cd4d263d,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/school_zone/TTG03-w55-0024_train_data-00003-of-00014_r0251_o01.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-w55-0025,school_zone,School zone,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00003-of-00014.arrow,271,0,80022.jpg,a88d2cc682eeeb94ec79d08130ec3d50e4205f58880ca58082c2a1098c4cb51f,w55,160,TT100K w55 icon is the children/school-area warning; used for the project school-zone hazard class.,2048,2048,1080.260,868.421,1113.158,900.001,32.898,31.580,61,60,c90ffb6400f097c971f27757a3006bcc5ae9271317cd5d00bfd96c011014bd96,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/school_zone/TTG03-w55-0025_train_data-00003-of-00014_r0271_o00.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
